Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.31.64.72-13.89.191.45-49691-443-6,172.31.64.72,49691,13.89.191.45,443,6,20/02/2018 05:06:36,60211462,4,2,148.0,252.0,74.0,0.0,37.0,42.72391992003231,126.0,126.0,126.0,0.0,6.643253405805028,0.0996488010870754,12042292.4,26793460.95831982,59971889.0,47173.0,60211462.0,20070487.333333336,34555627.491539754,59971889.0,119454.0,60085132.0,60085132.0,0.0,60085132.0,60085132.0,1,0,0,0,80,40,0.0664325340580502,0.0332162670290251,0.0,126.0,67.71428571428571,51.77423518094139,2680.571428571429,0,1,0,0,1,0,0,0,0.0,79.0,37.0,126.0,0,0,0,0,0,0,4,148,2,252,254,7970,1,20,119454.0,0.0,119454.0,119454.0,59971889.0,0.0,59971889.0,59971889.0,Benign
172.31.0.2-172.31.67.47-53-62021-17,172.31.67.47,62021,172.31.0.2,53,17,20/02/2018 08:31:39,1014,1,1,45.0,73.0,45.0,45.0,45.0,0.0,73.0,73.0,73.0,0.0,116370.808678501,1972.3865877712035,1014.0,0.0,1014.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,986.1932938856016,986.1932938856016,45.0,73.0,54.333333333333336,16.165807537309522,261.33333333333337,0,0,0,0,0,0,0,0,1.0,81.5,45.0,73.0,0,0,0,0,0,0,1,45,1,73,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.0.2-172.31.69.29-53-50623-17,172.31.69.29,50623,172.31.0.2,53,17,20/02/2018 02:55:23,48885,1,1,36.0,129.0,36.0,36.0,36.0,0.0,129.0,129.0,129.0,0.0,3375.2684872660325,40.91234530019434,48885.0,0.0,48885.0,48885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,20.45617265009717,20.45617265009717,36.0,129.0,67.0,53.6935750346352,2883.0,0,0,0,0,0,0,0,0,1.0,100.5,36.0,129.0,0,0,0,0,0,0,1,36,1,129,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.66.72-101.108.243.185-445-9957-6,172.31.66.72,445,101.108.243.185,9957,6,20/02/2018 12:57:43,278373,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.77690724315936,139186.5,196788.52431099737,278337.0,36.0,36.0,36.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,7.184604828772906,3.592302414386453,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,261,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.0.2-172.31.67.91-53-55550-17,172.31.67.91,55550,172.31.0.2,53,17,20/02/2018 09:05:15,373,1,1,40.0,56.0,40.0,40.0,40.0,0.0,56.0,56.0,56.0,0.0,257372.65415549595,5361.930294906166,373.0,0.0,373.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2680.965147453083,2680.965147453083,40.0,56.0,45.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,68.0,40.0,56.0,0,0,0,0,0,0,1,40,1,56,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.66.46-209.85.202.156-51865-443-6,172.31.66.46,51865,209.85.202.156,443,6,20/02/2018 04:11:39,109126560,130,195,19858.0,71890.0,926.0,0.0,152.75384615384613,237.7919441571195,1430.0,0.0,368.6666666666665,572.4183970714446,840.7485766984682,2.978193393065813,336810.37037037016,2211179.73721098,19182255.0,1.0,108989882.0,844882.8062015508,3480900.8663782645,19318594.0,32.0,109030572.0,562013.2577319586,2856050.0900893607,19278275.0,1.0,0,0,0,0,2612,3912,1.191277357226325,1.7869160358394878,0.0,1430.0,281.4355828220861,479.0264940392185,229466.3819915054,0,0,0,1,0,0,0,0,1.0,282.3015384615385,152.75384615384615,368.6666666666667,0,0,0,0,0,0,130,19858,195,71890,8192,433,70,20,2303897.166666667,3400833.321371185,9209704.0,234717.0,15709107.0,5046680.951944239,19182255.0,8556081.0,Benign
172.31.65.40-101.96.116.77-3389-51758-6,101.96.116.77,51758,172.31.65.40,3389,6,20/02/2018 12:04:05,3898812,9,10,1357.0,2791.0,677.0,0.0,150.77777777777777,214.5097770369557,1173.0,0.0,279.1,479.0405805125258,1063.913828109691,4.8732793476576965,216600.66666666663,273629.6239453444,937490.0,40.0,3898812.0,487351.5,583264.1222450475,1831286.0,69.0,3616588.0,401843.1111111111,278844.2707025036,937490.0,46939.0,0,0,0,0,192,224,2.3083954804694358,2.5648838671882617,0.0,1173.0,207.4,366.8294311787801,134563.83157894737,0,0,1,1,0,0,0,1,1.0,218.31578947368425,150.77777777777777,279.1,0,0,0,0,0,0,9,1357,10,2791,8192,62852,6,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.0.2-172.31.65.59-53-62716-17,172.31.65.59,62716,172.31.0.2,53,17,20/02/2018 03:53:19,545,1,1,40.0,56.0,40.0,40.0,40.0,0.0,56.0,56.0,56.0,0.0,176146.78899082568,3669.7247706422017,545.0,0.0,545.0,545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1834.8623853211009,1834.8623853211009,40.0,56.0,45.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,68.0,40.0,56.0,0,0,0,0,0,0,1,40,1,56,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.67.28-54.192.91.195-53461-443-6,172.31.67.28,53461,54.192.91.195,443,6,20/02/2018 04:40:48,224,3,0,77.0,0.0,46.0,0.0,25.666666666666664,23.45918441321721,0.0,0.0,0.0,0.0,343750.0,13392.857142857143,112.0,125.86500705120544,201.0,23.0,224.0,112.0,125.86500705120544,201.0,23.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,60,0,13392.857142857143,0.0,0.0,46.0,30.75,21.68524844220144,470.25,0,1,0,0,1,0,0,0,0.0,41.0,25.666666666666668,0.0,0,0,0,0,0,0,3,77,0,0,256,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.64.54-185.228.80.29-445-56082-6,185.228.80.29,56082,172.31.64.54,445,6,20/02/2018 12:40:58,413020,6,5,455.0,338.0,140.0,0.0,75.83333333333333,62.9362110923963,145.0,0.0,67.6,69.75887040369848,1920.0038739044116,26.63309282843446,41301.99999999999,53140.40986334641,110140.0,3.0,412902.0,82580.4,46341.79122347344,110273.0,3.0,412953.0,103238.25,5022.500862784063,110772.0,100724.0,0,0,0,0,132,112,14.527141542782433,12.105951285652026,0.0,145.0,66.08333333333333,63.402693279950775,4019.901515151516,0,0,0,1,0,0,0,0,0.0,72.0909090909091,75.83333333333333,67.6,0,0,0,0,0,0,6,455,5,338,8192,0,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.64.84-52.48.126.250-50963-443-6,172.31.64.84,50963,52.48.126.250,443,6,20/02/2018 12:12:40,117287151,18,16,1360.0,6051.0,335.0,0.0,75.55555555555556,103.92091009780252,1460.0,0.0,378.1875,559.5401944156173,63.18680210758978,0.289886826562954,3554156.090909091,14113854.667334983,58589218.0,1.0,117287151.0,6899244.176470588,19336031.87982217,58589218.0,29.0,117147649.0,7809843.266666668,20533311.04448296,58674787.0,1.0,0,0,0,0,372,332,0.1534694964156815,0.1364173301472725,0.0,1460.0,211.74285714285716,409.5123601422106,167700.37310924364,0,0,0,1,0,0,0,0,0.0,217.9705882352941,75.55555555555556,378.1875,0,0,0,0,0,0,18,1360,16,6051,8192,126,9,20,302726.5,229975.8739792068,465344.0,140109.0,58271029.0,449987.1991979327,58589218.0,57952840.0,Benign
172.31.0.2-172.31.64.83-53-61104-17,172.31.64.83,61104,172.31.0.2,53,17,20/02/2018 11:27:51,65753,2,2,72.0,250.0,36.0,36.0,36.0,0.0,125.0,125.0,125.0,0.0,4897.11496053412,60.83372621781516,21917.666666666664,22628.803024758807,45212.0,19.0,20522.0,20522.0,0.0,20522.0,20522.0,19.0,19.0,0.0,19.0,19.0,0,0,0,0,16,16,30.416863108907577,30.416863108907577,36.0,125.0,71.6,48.74730761795978,2376.3,0,0,0,0,0,0,0,0,1.0,89.5,36.0,125.0,0,0,0,0,0,0,2,72,2,250,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.0.2-172.31.67.97-53-52323-17,172.31.67.97,52323,172.31.0.2,53,17,20/02/2018 11:28:44,1047,1,1,32.0,48.0,32.0,32.0,32.0,0.0,48.0,48.0,48.0,0.0,76408.78701050622,1910.2196752626555,1047.0,0.0,1047.0,1047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,955.1098376313277,955.1098376313277,32.0,48.0,37.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,56.0,32.0,48.0,0,0,0,0,0,0,1,32,1,48,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.67.78-54.204.38.237-52251-443-6,54.204.38.237,443,172.31.67.78,52251,6,20/02/2018 01:36:14,307,3,1,31.0,0.0,31.0,0.0,10.333333333333332,17.8978583448784,0.0,0.0,0.0,0.0,100977.1986970684,13029.315960912052,102.33333333333334,129.61609982302866,252.0,27.0,307.0,153.5,139.30003589374985,252.0,55.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,20,9771.98697068404,3257.328990228013,0.0,31.0,6.2,13.863621460498695,192.2,0,0,0,0,1,0,0,0,0.0,7.75,10.333333333333334,0.0,0,0,0,0,0,0,3,31,1,0,37347,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
169.254.169.254-172.31.64.47-80-50299-6,172.31.64.47,50299,169.254.169.254,80,6,20/02/2018 02:28:16,5619400,4,4,97.0,231.0,97.0,0.0,24.25,48.5,231.0,0.0,57.75,115.5,58.36922091326476,1.4236395344698722,802771.4285714285,2120120.0087984684,5610747.0,13.0,8653.0,2884.333333333333,4793.262180742186,8419.0,86.0,5619265.0,1873088.3333333333,3243883.1906562746,5618802.0,220.0,0,0,0,0,92,92,0.7118197672349361,0.7118197672349361,0.0,231.0,36.44444444444444,79.6996096463325,6352.027777777778,0,0,1,1,0,0,0,1,1.0,41.0,24.25,57.75,0,0,0,0,0,0,4,97,4,231,8192,141,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.67.41-200.32.82.227-3389-46152-6,200.32.82.227,46152,172.31.67.41,3389,6,20/02/2018 09:32:01,3887580,10,8,1148.0,1640.0,677.0,0.0,114.8,210.0924664152536,1173.0,0.0,205.0,402.5401488405491,717.1556598192192,4.630129797972003,228681.17647058825,309011.7371745844,953158.0,75.0,3887580.0,431953.3333333333,432943.2476387639,1282667.0,75.0,3613840.0,516262.8571428572,414950.80268004007,1127067.0,113038.0,0,0,0,0,224,172,2.5722943322066687,2.057835465765335,0.0,1173.0,146.73684210526315,297.2473422187999,88355.98245614034,0,0,1,1,0,0,0,1,0.0,154.88888888888889,114.8,205.0,0,0,0,0,0,0,10,1148,8,1640,8192,62852,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.66.123-23.219.88.74-51838-80-6,23.219.88.74,80,172.31.66.123,51838,6,20/02/2018 01:15:08,29,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68965.5172413793,29.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,34482.75862068965,34482.75862068965,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,980,253,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.0.2-172.31.66.70-53-60001-17,172.31.66.70,60001,172.31.0.2,53,17,20/02/2018 09:01:37,106860,2,2,94.0,126.0,47.0,47.0,47.0,0.0,63.0,63.0,63.0,0.0,2058.7684821261464,37.43215422047539,35620.0,60950.954947400125,106000.0,327.0,106327.0,106327.0,0.0,106327.0,106327.0,106533.0,106533.0,0.0,106533.0,106533.0,0,0,0,0,16,16,18.71607711023769,18.71607711023769,47.0,63.0,53.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,66.75,47.0,63.0,0,0,0,0,0,0,2,94,2,126,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.0.2-172.31.68.9-53-62696-17,172.31.68.9,62696,172.31.0.2,53,17,20/02/2018 02:25:06,723,1,1,40.0,139.0,40.0,40.0,40.0,0.0,139.0,139.0,139.0,0.0,247579.5297372061,2766.2517289073307,723.0,0.0,723.0,723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1383.1258644536654,1383.1258644536654,40.0,139.0,73.0,57.15767664977295,3267.0,0,0,0,0,0,0,0,0,1.0,109.5,40.0,139.0,0,0,0,0,0,0,1,40,1,139,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.69.20-212.92.114.68-3389-60001-6,212.92.114.68,60001,172.31.69.20,3389,6,20/02/2018 01:35:53,2518165,8,8,1144.0,1600.0,677.0,0.0,143.0,227.96992282817865,1173.0,0.0,200.0,404.8544712080415,1089.6823679147317,6.353833049065489,167877.6666666667,250356.5064587659,953225.0,4.0,2518165.0,359737.8571428572,411979.6120248463,1185035.0,4.0,2348371.0,335481.5714285714,290945.2168483826,953225.0,173635.0,0,0,0,0,172,172,3.1769165245327446,3.1769165245327446,0.0,1173.0,161.41176470588235,311.4301805428324,96988.75735294116,0,0,1,1,0,0,0,1,1.0,171.5,143.0,200.0,0,0,0,0,0,0,8,1144,8,1600,8192,62856,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.65.18-104.105.64.153-51885-443-6,104.105.64.153,443,172.31.65.18,51885,6,20/02/2018 11:17:10,94,3,1,31.0,0.0,31.0,0.0,10.333333333333332,17.8978583448784,0.0,0.0,0.0,0.0,329787.23404255323,42553.19148936171,31.33333333333333,32.95957119462165,67.0,2.0,94.0,47.0,63.63961030678928,92.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,20,31914.89361702128,10638.297872340429,0.0,31.0,6.2,13.863621460498695,192.2,0,0,0,0,1,0,0,0,0.0,7.75,10.333333333333334,0.0,0,0,0,0,0,0,3,31,1,0,980,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.67.29-178.255.83.1-51919-80-6,172.31.67.29,51919,178.255.83.1,80,6,20/02/2018 11:28:46,46884,3,4,436.0,859.0,436.0,0.0,145.33333333333334,251.72471736667683,859.0,0.0,214.75,429.5,27621.363364900604,149.30466683730057,7814.0,11829.253873342985,23100.0,19.0,23359.0,11679.5,16177.89604676702,23119.0,240.0,23784.0,7928.0,13337.86193510789,23328.0,59.0,0,0,0,0,72,92,63.9877143588431,85.31695247845747,0.0,859.0,161.875,320.34554446276115,102621.26785714288,0,0,1,1,0,0,0,1,1.0,185.0,145.33333333333334,214.75,0,0,0,0,0,0,3,436,4,859,8192,31,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.69.19-31.13.65.7-50965-443-6,31.13.65.7,443,172.31.69.19,50965,6,20/02/2018 10:48:55,51,3,1,77.0,0.0,46.0,0.0,25.666666666666664,23.45918441321721,0.0,0.0,0.0,0.0,1509803.9215686277,78431.37254901961,17.0,22.869193252058544,43.0,0.0,51.0,25.5,36.06244584051392,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,60,20,58823.52941176471,19607.843137254906,0.0,46.0,24.6,23.276597689524987,541.8,0,1,0,0,1,0,0,0,0.0,30.75,25.666666666666668,0.0,0,0,0,0,0,0,3,77,1,0,123,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
